dataset,geary_c,mean_one_vs_rest_geary_c,predicted_cluster,seed,variant
a1,0.24194256554972232,0.5022369998352975,8,3,UNIFORM_CROSS
a1,0.5377573759580677,0.5022369998352975,9,3,UNIFORM_CROSS
a1,0.5792658987436834,0.5022369998352975,10,3,UNIFORM_CROSS
a1,0.4680527018659429,0.4745056348588273,1,4,UNIFORM_CROSS
a1,0.5281985117081767,0.4745056348588273,2,4,UNIFORM_CROSS
a1,0.4908198717730046,0.4745056348588273,3,4,UNIFORM_CROSS
a1,0.3841849749323157,0.4745056348588273,4,4,UNIFORM_CROSS
a1,0.38019277876738594,0.4745056348588273,5,4,UNIFORM_CROSS
a1,0.691077632539101,0.4745056348588273,6,4,UNIFORM_CROSS
a1,0.38587997665502954,0.4745056348588273,7,4,UNIFORM_CROSS
a1,0.5850826635140686,0.4745056348588273,8,4,UNIFORM_CROSS
a1,0.6118827999434746,0.4745056348588273,9,4,UNIFORM_CROSS
a1,0.21968443688977352,0.4745056348588273,10,4,UNIFORM_CROSS
a1,0.7478685785104376,0.5309460338232128,1,0,UNIFORM_ALL
a1,0.41871455276556585,0.5309460338232128,2,0,UNIFORM_ALL
a1,0.4205524237910093,0.5309460338232128,3,0,UNIFORM_ALL
a1,0.4275947182264748,0.5309460338232128,4,0,UNIFORM_ALL
a1,0.6660478012763338,0.5309460338232128,5,0,UNIFORM_ALL
a1,0.539969566423679,0.5309460338232128,6,0,UNIFORM_ALL
a1,0.6090189613162973,0.5309460338232128,7,0,UNIFORM_ALL
a1,0.5573638460006943,0.5309460338232128,8,0,UNIFORM_ALL
a1,0.6925697410986092,0.5309460338232128,9,0,UNIFORM_ALL
a1,0.22976014882302728,0.5309460338232128,10,0,UNIFORM_ALL
a1,0.4314534450321698,0.5201012571072013,1,1,UNIFORM_ALL
a1,0.4867442844043989,0.5201012571072013,2,1,UNIFORM_ALL
a1,0.7075508856532892,0.5201012571072013,3,1,UNIFORM_ALL
a1,0.4333883319901717,0.5201012571072013,4,1,UNIFORM_ALL
a1,0.43494667263044257,0.5201012571072013,5,1,UNIFORM_ALL
a1,0.6958129180812742,0.5201012571072013,6,1,UNIFORM_ALL
a1,0.44544563168424983,0.5201012571072013,7,1,UNIFORM_ALL
a1,0.6793926481343002,0.5201012571072013,8,1,UNIFORM_ALL
a1,0.6039306334888602,0.5201012571072013,9,1,UNIFORM_ALL
a1,0.2823471199728566,0.5201012571072013,10,1,UNIFORM_ALL
a1,0.7548181496763902,0.5200050211774625,1,2,UNIFORM_ALL
a1,0.5437652839010542,0.5200050211774625,2,2,UNIFORM_ALL
a1,0.44604529670747706,0.5200050211774625,3,2,UNIFORM_ALL
a1,0.4221120618762919,0.5200050211774625,4,2,UNIFORM_ALL
a1,0.4350937239398033,0.5200050211774625,5,2,UNIFORM_ALL
a1,0.3452080286087732,0.5200050211774625,6,2,UNIFORM_ALL
a1,0.671618786515591,0.5200050211774625,7,2,UNIFORM_ALL
a1,0.2955816804008187,0.5200050211774625,8,2,UNIFORM_ALL
a1,0.6210831137834106,0.5200050211774625,9,2,UNIFORM_ALL
a1,0.6647240863650141,0.5200050211774625,10,2,UNIFORM_ALL
a1,0.5045369686543154,0.49188159271596293,1,3,UNIFORM_ALL
a1,0.561136823099893,0.49188159271596293,2,3,UNIFORM_ALL
a1,0.3705282308842607,0.49188159271596293,3,3,UNIFORM_ALL
a1,0.41092736842847605,0.49188159271596293,4,3,UNIFORM_ALL
