bootstrap_ci_high,bootstrap_ci_low,bootstrap_replicates,ci_is_descriptive_only,dataset,max,mean,median,metric,min,n,sd,variant
1224.0,1224.0,10000,True,p22,1224.0,1224.0,1224.0,gpu_peak_reserved_mib,1224.0,5,0.0,C0
1430.55078125,1420.1953125,10000,True,p22,1436.9140625,1423.86328125,1420.1953125,cpu_peak_rss_mib,1420.1953125,5,7.329300320526958,C0
0.4283342047785677,0.3999944750913135,10000,True,p22,0.43741990202306374,0.4141643399349405,0.41958617969913126,ari,0.3932501809169568,5,0.018665838734521805,C1
0.5619196396832421,0.5450444406840864,10000,True,p22,0.5688363666020492,0.5534164095492133,0.5559428320775773,nmi,0.5390964592045957,5,0.011130772822953083,C1
0.5611720416708159,0.5433007257980222,10000,True,p22,0.5680794520076475,0.552632329366646,0.5551664169414533,ami,0.538293925552991,5,0.011148330166331646,C1
0.5187867651574589,0.4942398704802263,10000,True,p22,0.5260855000025756,0.5065133178188426,0.5102258248049479,fmi,0.4894481145037352,5,0.015915385323126204,C1
0.5615267836057496,0.5457813859953767,10000,True,p22,0.5684766695629778,0.5530379207010043,0.5510963060905654,homogeneity,0.5429721293229941,5,0.010375945156271715,C1
0.5619430979335984,0.5440991534951263,10000,True,p22,0.5688363666020493,0.5534164095492133,0.5559428320775773,v_measure,0.5390964592045956,5,0.011130772822953173,C1
0.5443032281369875,0.5269338392905729,10000,True,p22,0.5505418866586209,0.5350312188051918,0.5313100872400875,hungarian_macro_f1,0.5234136394181752,5,0.010938890964590322,C1
0.593975244628538,0.5769162070304581,10000,True,p22,0.5941355761774869,0.5859936520323281,0.5934090624664902,hungarian_weighted_f1,0.5710787068173138,5,0.011021806131675322,C1
0.5882898810672118,0.5645498618879575,10000,True,p22,0.5995724380572605,0.5748858890531758,0.573625438693236,hungarian_balanced_accuracy,0.5584994773511052,5,0.015315697390625077,C1
0.8384977163984342,0.8131293497172685,10000,True,p22,0.8466045019573728,0.8270620378425402,0.8263375380600261,spatial_neighbor_agreement,0.8016392996955198,5,0.01664002103944475,C1
0.7946020863442357,0.76329917466871,10000,True,p22,0.7983208022783953,0.7821096672800397,0.789960926561303,spatial_cluster_moran_mean,0.7455246734069814,5,0.021142540947808996,C1
0.1483346104621887,0.1375557988882065,10000,True,p22,0.15065397322177887,0.14344819486141205,0.1461862027645111,embedding_silhouette,0.13190683722496033,5,0.00724669347196332,C1
2.6276984285518683,2.422141439387972,10000,True,p22,2.6460614606559734,2.526899549471162,2.5775444118614477,embedding_davies_bouldin,2.344083133119236,5,0.1329249567352568,C1
